HISTORIALCREDITO;SALDOCUENTAAHORROS;TIEMPOEMPLEO;ESTADOCIVILYSEXO;ACTIVOS;VIVIENDA;EMPLEO;PROPOSITOCREDITO_A40;PROPOSITOCREDITO_A41;PROPOSITOCREDITO_A410;PROPOSITOCREDITO_A42;PROPOSITOCREDITO_A43;PROPOSITOCREDITO_A44;PROPOSITOCREDITO_A45;PROPOSITOCREDITO_A46;PROPOSITOCREDITO_A48;PROPOSITOCREDITO_A49;GARANTE_A101;GARANTE_A102;GARANTE_A103;TRABAJADOREXTRANJERO_A201;TRABAJADOREXTRANJERO_A202;PLAZOMESESCREDITO;MONTOCREDITO;TASAPAGO;AVALUOVIVIENDA;EDAD;CANTIDADCREDITOSEXISTENTES;TIPOCLIENTE
1.0;1.0;1.0;0.6666666666666666;0.0;0.5;0.6666666666666666;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.029411764705882346;0.03869473684210527;0.6666666666666666;0.00012000480019200768;0.8571428571428572;0.5;1
0.5;0.0;0.5;0.3333333333333333;0.0;0.5;0.6666666666666666;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.6470588235294117;0.24004210526315792;0.2222222222222222;4.000160006400256e-05;0.0535714285714286;0.25;2
1.0;0.0;0.75;0.6666666666666666;0.0;0.5;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.1176470588235294;0.07772631578947369;0.2222222222222222;8.000320012800511e-05;0.5357142857142858;0.25;1
0.5;0.0;0.75;0.6666666666666666;0.3333333333333333;1.0;0.6666666666666666;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.5588235294117647;0.32134736842105266;0.2222222222222222;0.00012000480019200768;0.46428571428571425;0.25;1
0.75;0.0;0.5;0.6666666666666666;1.0;1.0;0.6666666666666666;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.2941176470588235;0.19452631578947369;0.4444444444444444;0.00012000480019200768;0.6071428571428572;0.5;2
0.5;1.0;0.5;0.6666666666666666;1.0;1.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.47058823529411764;0.3707368421052632;0.2222222222222222;0.00012000480019200768;0.28571428571428575;0.25;1
0.5;0.5;1.0;0.6666666666666666;0.3333333333333333;0.5;0.6666666666666666;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.2941176470588235;0.10884210526315789;0.4444444444444444;0.00012000480019200768;0.6071428571428572;0.25;1
0.5;0.0;0.5;0.6666666666666666;0.6666666666666666;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.47058823529411764;0.28202105263157895;0.2222222222222222;4.000160006400256e-05;0.28571428571428575;0.25;1
0.5;0.75;0.75;0.0;0.0;0.5;0.3333333333333333;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.1176470588235294;0.11827368421052631;0.2222222222222222;0.00012000480019200768;0.75;0.25;1
1.0;0.0;0.0;1.0;0.6666666666666666;0.5;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.38235294117647056;0.20985263157894737;0.6666666666666666;4.000160006400256e-05;0.16071428571428575;0.5;2
0.5;0.0;0.25;0.3333333333333333;0.6666666666666666;0.0;0.6666666666666666;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.1176470588235294;0.044000000000000004;0.4444444444444444;0.0;0.10714285714285715;0.25;2
0.5;0.0;0.25;0.3333333333333333;0.3333333333333333;0.0;0.6666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.6470588235294117;0.17086315789473683;0.4444444444444444;0.00012000480019200768;0.0892857142857143;0.25;2
0.5;0.0;0.5;0.3333333333333333;0.6666666666666666;0.5;0.6666666666666666;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.1176470588235294;0.05545263157894737;0.0;0.0;0.0535714285714286;0.25;1
1.0;0.0;1.0;0.6666666666666666;0.6666666666666666;0.5;0.3333333333333333;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.2941176470588235;0.03995789473684211;0.6666666666666666;0.00012000480019200768;0.7321428571428572;0.5;2
0.5;0.0;0.5;0.3333333333333333;0.6666666666666666;0.0;0.6666666666666666;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.16176470588235292;0.04854736842105264;0.2222222222222222;0.00012000480019200768;0.16071428571428575;0.25;1
0.5;0.25;0.5;0.3333333333333333;0.6666666666666666;0.5;0.3333333333333333;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.2941176470588235;0.043452631578947375;0.6666666666666666;4.000160006400256e-05;0.23214285714285715;0.25;2
1.0;1.0;1.0;0.6666666666666666;0.3333333333333333;0.5;0.6666666666666666;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.2941176470588235;0.09153684210526315;0.6666666666666666;0.00012000480019200768;0.6071428571428572;0.5;1
0.0;1.0;0.25;0.6666666666666666;0.6666666666666666;0.5;0.6666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.38235294117647056;0.32934736842105267;0.2222222222222222;8.000320012800511e-05;0.10714285714285715;0.75;1
0.5;0.0;1.0;0.3333333333333333;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.2941176470588235;0.5191157894736842;0.6666666666666666;4.000160006400256e-05;0.44642857142857145;0.25;2
0.5;0.5;1.0;0.6666666666666666;0.6666666666666666;0.5;0.6666666666666666;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.2941176470588235;0.13389473684210526;0.4444444444444444;4.000160006400256e-05;0.21428571428571425;0.25;1
1.0;0.0;0.5;0.6666666666666666;0.6666666666666666;0.5;0.6666666666666666;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.07352941176470588;0.07932631578947368;0.6666666666666666;0.00012000480019200768;0.5178571428571428;0.75;1
0.5;0.5;0.5;0.6666666666666666;0.0;0.0;0.6666666666666666;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.029411764705882346;0.10092631578947368;0.2222222222222222;8.000320012800511e-05;0.44642857142857145;0.25;1
1.0;0.0;0.25;0.6666666666666666;0.0;0.0;0.3333333333333333;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.08823529411764706;0.08383157894736842;0.0;8.000320012800511e-05;0.5178571428571428;0.5;1
1.0;0.25;0.25;0.6666666666666666;0.3333333333333333;0.5;0.6666666666666666;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.1176470588235294;0.06543157894736842;0.4444444444444444;0.00012000480019200768;0.44642857142857145;0.25;1
1.0;1.0;0.5;1.0;0.6666666666666666;0.5;0.6666666666666666;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.08823529411764706;0.07658947368421053;0.2222222222222222;0.0;0.125;0.5;1
0.5;0.0;0.5;0.6666666666666666;0.0;0.5;0.3333333333333333;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.029411764705882346;0.04732631578947369;0.0;4.000160006400256e-05;0.30357142857142855;0.25;1
0.0;0.0;1.0;1.0;0.6666666666666666;0.5;0.3333333333333333;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.029411764705882346;0.007410526315789473;0.6666666666666666;0.00012000480019200768;0.35714285714285715;0.25;1
0.25;0.75;0.5;0.3333333333333333;0.0;0.0;0.6666666666666666;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.1176470588235294;0.0066947368421052655;0.4444444444444444;8.000320012800511e-05;0.41071428571428575;0.5;1
0.5;0.0;0.5;0.6666666666666666;0.0;0.5;0.6666666666666666;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.044117647058823525;0.0911578947368421;0.4444444444444444;4.000160006400256e-05;0.26785714285714285;0.25;1
0.75;0.0;1.0;0.6666666666666666;1.0;0.5;0.6666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.8235294117647058;0.2773052631578948;0.4444444444444444;0.00012000480019200768;0.7857142857142858;0.5;2
0.5;0.75;0.25;1.0;0.0;0.5;0.6666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.20588235294117646;0.07002105263157894;0.4444444444444444;8.000320012800511e-05;0.30357142857142855;0.25;1
0.5;0.0;0.5;0.6666666666666666;0.6666666666666666;0.5;0.6666666666666666;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.2941176470588235;0.15873684210526315;0.2222222222222222;4.000160006400256e-05;0.14285714285714285;0.25;1
0.5;0.25;0.5;0.6666666666666666;0.6666666666666666;0.5;0.6666666666666666;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.20588235294117646;0.23646315789473685;0.2222222222222222;4.000160006400256e-05;0.19642857142857145;0.5;1
1.0;1.0;1.0;0.6666666666666666;1.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.1176470588235294;0.042694736842105264;0.6666666666666666;0.00012000480019200768;0.6785714285714286;0.25;1
0.5;0.0;0.25;0.3333333333333333;0.3333333333333333;0.5;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.1176470588235294;0.05153684210526316;0.6666666666666666;0.0;0.25000000000000006;0.25;1
1.0;0.0;0.25;0.6666666666666666;0.3333333333333333;0.5;0.3333333333333333;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.6029411764705882;0.18930526315789473;0.6666666666666666;4.000160006400256e-05;0.10714285714285715;0.5;2
1.0;0.0;0.5;0.6666666666666666;1.0;1.0;0.6666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.6470588235294117;0.24673684210526317;0.0;8.000320012800511e-05;0.21428571428571425;0.25;1
0.5;0.0;0.5;0.6666666666666666;0.0;0.5;0.6666666666666666;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.20588235294117646;0.07789473684210527;0.6666666666666666;4.000160006400256e-05;0.32142857142857145;0.25;2
0.5;0.0;0.5;0.6666666666666666;0.6666666666666666;0.5;0.6666666666666666;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.08823529411764706;0.04105263157894737;0.2222222222222222;4.000160006400256e-05;0.32142857142857145;0.25;1
0.5;0.0;0.5;0.6666666666666666;0.0;0.5;0.6666666666666666;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.07352941176470588;0.008757894736842105;0.6666666666666666;8.000320012800511e-05;0.0892857142857143;0.25;1
0.5;0.5;1.0;0.6666666666666666;0.6666666666666666;0.5;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.38235294117647056;0.08770526315789473;0.6666666666666666;4.000160006400256e-05;0.19642857142857145;0.25;1
